Time & Date,Currency,Amount,Payment Type,Payment Provider,City,Order Type,Order ID,Name,Quantity,Discount,Shipping,Status
"13/8/2021, 02:44:03 PM",INR,510,Single payment,Razorpay,New Delhi,eCom Platform,afe12368-05cd-4246-a5fd-8c4830293894,Dinero Select an Option:Big doe wand,1,50,60,Declined
"13/8/2021, 12:44:19 PM",INR,"4,250.00",Single payment,Razorpay,Ranchi,eCom Platform,95f4d389-dc39-4d4b-8f11-f9d929be9e08,"Y2k Select an Option:Big doe wand, Dinero Select an Option:Big doe wand, Ruby Select an Option:Big doe wand, Bubblegum Select an Option:Big doe wand, Lash & Brow Growth Oil, Heart Mirror Color::Lavendor, 24K rose Lip Oil Gloss Select an Option:Big doe wand, Lucid Select an Option:Big doe wand",8,,,Successful
"12/8/2021, 3:16:48 PM",INR,"1,075.00",Single payment,Offline Payments,Mumbai,eCom Platform,10845,"Nudes Select an Option:Squeeze Tube, Sangria Select an Option:Squeeze Tube, Valentina Lip and Cheek Tint, Woody Select an Option:Squeeze Tube",4,,,Successful
"12/8/2021, 2:44:48 PM",INR,"1,000.00",Single payment,Offline Payments,Bhopal,eCom Platform,10844,"Wicked Select an Option:Big doe wand, Woody Select an Option:Big doe wand",2,,,Successful
"12/8/2021, 7:14:42 AM",INR,810,Single payment,Razorpay,Dimapur,eCom Platform,ebb7c395-ad99-47b6-8cb7-9be20c220aaf,"Moonlight Select an Option:Squeeze Tube, Lucid Select an Option:Squeeze Tube, Dinero Select an Option:Squeeze Tube",3,,60,Successful
"11/8/2021, 3:31:30 PM",INR,310,Single payment,Offline Payments,Bengaluru,eCom Platform,10842,Sangria Select an Option:Squeeze Tube,1,,60,Successful
"11/8/2021, 3:10:41 PM",INR,"1,125.00",Single payment,Offline Payments,Chennai,eCom Platform,10841,"Tropical Vibes Body Butter, Rainbow Body Scrub",2,,,Successful
"11/8/2021, 10:23:14 AM",INR,"1,575.00",Single payment,Razorpay,Puducherry,eCom Platform,35dc34d5-7cfc-4003-8cc4-4479f3206742,"24K rose Lip Oil Gloss, Diamond Lash Glue Liner Select an Option:Black",3,,,Successful
"11/8/2021, 9:55:37 AM",INR,"2,020.00",Single payment,Offline Payments,Noida,eCom Platform,10839,"Wicked Select an Option:Big doe wand, Y2k Select an Option:Big doe wand, Dinero Select an Option:Big doe wand, Customize your Gloss",4,,,Successful
"11/8/2021, 1:56:27 AM",INR,"1,050.00",Single payment,Offline Payments,kanpur,eCom Platform,10838,"Brown Sugar Lip and Cheek Tint, Euphoria Select an Option:Sample Gloss, Valentina Lip and Cheek Tint, Moonlight Select an Option:Squeeze Tube",4,,,Successful
"10/8/2021, 11:17:58 PM",INR,420,Single payment,Offline Payments,Naharlagun,eCom Platform,10837,"Lucid Select an Option:Sample Gloss, Bills Select an Option:Sample Gloss",2,,120,Successful
"10/8/2021, 12:55:44 PM",INR,960,Single payment,Razorpay,Bangalore,eCom Platform,2c9af26f-53b7-44f9-8f22-fb93255ec23a,"Bills Select an Option:Sample Gloss, Moonlight Select an Option:Sample Gloss, Woody Select an Option:Sample Gloss, Nudes Select an Option:Sample Gloss, Euphoria Select an Option:Sample Gloss, Lucid Select an Option:Sample Gloss",6,,60,Successful
"10/8/2021, 10:31:43 AM",INR,560,Single payment,Offline Payments,Candolim,eCom Platform,10835,Poo Select an Option:Big doe wand,1,,60,Successful
"10/8/2021, 10:15:37 AM",INR,770,Single payment,Offline Payments,Kanpur,eCom Platform,10834,"24K rose Lip Oil Gloss Select an Option:Big doe wand, 24K rose Lip Oil Gloss Select an Option:Sample Gloss",2,,120,Successful
"10/8/2021, 9:15:23 AM",INR,"1,450.00",Single payment,Offline Payments,Mumbai,eCom Platform,10833,"Bills Select an Option:Sample Gloss, Nudes Select an Option:Sample Gloss, Crystal Lip Scrub, Woody Select an Option:Sample Gloss, Lucid Select an Option:Sample Gloss, Poo Select an Option:Sample Gloss, Valentina Lip and Cheek Tint",7,,,Successful
"10/8/2021, 8:53:55 AM",INR,"1,020.00",Single payment,Offline Payments,Agartala,eCom Platform,10832,"Brown Sugar Lip and Cheek Tint, Dinero Select an Option:Squeeze Tube, Bebe Rosa",3,,120,Successful
"10/8/2021, 8:15:35 AM",INR,"1,500.00",Single payment,Razorpay,Imphal,eCom Platform,5a0f9506-ee68-46be-ba46-9d063a3039a1,Gloss Pack,1,,,Successful
"10/8/2021, 5:07:40 AM",INR,"2,749.30",Single payment,Razorpay,Jammu,eCom Platform,5ac3da1c-5dd6-405e-9a54-1263e1bff991,"Eyelashes Select an Option:Iblis, Eyelashes Select an Option:Caeles, Eyelashes Select an Option:Nox, Eyelashes Select an Option:Ferox, Eyelashes Select an Option:Aethra, Eyelashes Select an Option:Nexus, Skinisha",7,144.7,,Successful
"10/8/2021, 1:37:26 AM",INR,935,Single payment,Razorpay,Nagpur,eCom Platform,1bcbeb44-1aff-4e10-95ba-6e90201dd7ba,"24K rose Lip Oil Gloss, Sangria Select an Option:Squeeze Tube, Tan Lip Balm",3,,60,Successful
"9/8/2021, 12:23:30 PM",INR,"1,278.00",Single payment,Offline Payments,Bengaluru,eCom Platform,10828,"Customize your Gloss, Lucid Select an Option:Squeeze Tube, Bebe Rosa, Valentina Lip and Cheek Tint",4,142,,Successful
"9/8/2021, 11:30:13 AM",INR,"1,500.00",Single payment,Offline Payments,Nagpur,eCom Platform,10827,Gloss Pack,1,,,Successful
"9/8/2021, 11:21:00 AM",INR,"1,710.00",Single payment,Razorpay,Howrah,eCom Platform,1b90da49-0850-4e2c-8268-eed1102ab5c2,"Woody Select an Option:Big doe wand, Skinisha, Y2k Select an Option:Sample Gloss, Boujee Lip Oil, Hibiscus Lip OIl",5,190,,Successful
"9/8/2021, 10:07:31 AM",INR,"2,760.00",Single payment,Razorpay,Mumbai,eCom Platform,7abc3409-7550-41b4-9dda-7fd2cef92038,"24K rose Lip Oil Gloss, Eye Mask, Diamond Lash Glue Liner Select an Option:Black, Sunset Body Butter, Valentina Lip and Cheek Tint",8,,,Successful
"9/8/2021, 9:58:21 AM",INR,"1,400.00",Single payment,Offline Payments,Darjeeling,eCom Platform,10824,"Lucid Select an Option:Big doe wand, Nudes Select an Option:Big doe wand, Moonlight Select an Option:Squeeze Tube, 24K rose Lip Oil Gloss Select an Option:Sample Gloss",4,,,Successful
"9/8/2021, 6:49:17 AM",INR,"2,475.00",Single payment,Razorpay,Chennai,eCom Platform,9a1eefec-f00d-499a-8ec0-9798c230efab,"Rainbow Body Butter Select an Option:Blue Purple Yellow White, Sunset Body Scrub, Sunset Body Butter, Valentina Lip and Cheek Tint, Bills Select an Option:Squeeze Tube, Dinero Select an Option:Big doe wand",6,275,,Successful
"9/8/2021, 6:37:50 AM",INR,"1,025.00",Single payment,Razorpay,Duliajan,eCom Platform,142c8680-ebef-458f-84e0-f251d1cb4b7b,"Woody Select an Option:Big doe wand, Lash & Brow Growth Oil",2,,,Successful
"9/8/2021, 5:46:29 AM",INR,590,Single payment,Offline Payments,Agra,eCom Platform,10821,"Nudes Select an Option:Squeeze Tube, Euphoria Select an Option:Squeeze Tube",2,,90,Successful
"9/8/2021, 5:25:02 AM",INR,270,Single payment,Offline Payments,Indore,eCom Platform,10820,Wicked Select an Option:Sample Gloss,1,,120,Successful
"9/8/2021, 5:23:07 AM",INR,352.5,Single payment,Razorpay,Ambernath (east),eCom Platform,7c15d074-f50e-4845-84a7-a3e90c132a4c,Valentina Lip and Cheek Tint,1,32.5,60,Successful
"9/8/2021, 4:59:12 AM",INR,"1,150.00",Single payment,Offline Payments,Bengaluru,eCom Platform,10818,"Lip and Eye mask Bundle, Euphoria Select an Option:Big doe wand, Sangria Select an Option:Sample Gloss, Moonlight Select an Option:Sample Gloss, 24K rose Lip Oil Gloss Select an Option:Sample Gloss",5,,,Successful
"9/8/2021, 4:52:14 AM",INR,"1,781.25",Single payment,Offline Payments,Patna,eCom Platform,10817,"Wicked Select an Option:Big doe wand, Earth (only 1), Sangria Select an Option:Big doe wand, Kiwi Lip Scrub",4,93.75,,Successful
"9/8/2021, 4:47:44 AM",INR,"1,064.00",Single payment,Razorpay,MUMBAI,eCom Platform,10816,"Dinero Select an Option:Big doe wand, Bills Select an Option:Big doe wand, Eye Mask",3,56,,Successful
"9/8/2021, 4:44:39 AM",INR,645,Single payment,Offline Payments,Kolkata,eCom Platform,10815,Lash & Brow Growth Oil,1,,120,Successful
"9/8/2021, 4:38:26 AM",INR,"1,475.00",Single payment,Razorpay,Mumbai,eCom Platform,0c51e08e-0b3e-4d61-afd6-10fcf376dec4,"Euphoria Select an Option:Big doe wand, Wicked Select an Option:Big doe wand, Boba Gloss Select an Option:Honey Wand",3,,,Successful
"9/8/2021, 4:35:06 AM",INR,760,Single payment,Razorpay,Buldhana,eCom Platform,8936d5cd-37a1-4b3e-9f46-fcd26968178a,Make your own sample Bundle Gloss 5:Euphoria | Gloss 4:Sangria | Gloss 3:Woody | Gloss 2:Dinero | Gloss 1:Bills,1,,60,Successful
"9/8/2021, 4:30:47 AM",INR,420,Single payment,Razorpay,Angul,eCom Platform,5ff33b8e-7d25-4974-8568-44cd28e3fbe2,"Dinero Select an Option:Sample Gloss, Bills Select an Option:Squeeze Tube",2,40,60,Successful
"9/8/2021, 4:27:30 AM",INR,840,Single payment,Razorpay,Gurugram,eCom Platform,10811,"Purr, Ocean, Poo Select an Option:Squeeze Tube",3,,90,Successful
"9/8/2021, 4:26:19 AM",INR,"1,033.75",Single payment,Razorpay,Akola,eCom Platform,6ee1205c-5e6e-459a-93db-c888b76d654b,"Earth (only 1), Lash & Brow Growth Oil",2,51.25,60,Successful
"9/8/2021, 4:25:02 AM",INR,310,Single payment,Razorpay,Surat,eCom Platform,be469021-8b46-4648-b3c3-0bd23c6dd355,Sunset,1,,60,Successful
"9/8/2021, 4:24:20 AM",INR,"1,175.00",Single payment,Offline Payments,Chennai,eCom Platform,10807,"Diamond Lash Glue Liner Select an Option:Clear, Sunset Body Scrub",2,,,Successful
"9/8/2021, 4:22:35 AM",INR,"1,995.00",Single payment,Offline Payments,Gangtok,eCom Platform,10806,"Eyelashes Select an Option:Nexus, Eyelashes Select an Option:Ferox, Eyelashes Select an Option:Aethra",5,,,Successful
"9/8/2021, 4:21:59 AM",INR,620,Single payment,Offline Payments,Jalpaiguri,eCom Platform,10805,"Sunrays, Bills Select an Option:Squeeze Tube",2,,120,Successful
"9/8/2021, 4:18:17 AM",INR,820,Single payment,Offline Payments,Kolkata,eCom Platform,10804,"Wicked Select an Option:Big doe wand, Lip and Eye mask Bundle",2,,120,Successful
"9/8/2021, 4:10:18 AM",INR,"1,925.00",Single payment,Razorpay,Kolkata,eCom Platform,7422f05c-8377-4259-9f46-f152e04a220a,"Vampire's Kiss, Mandarin Lip and Cheek Tint, Valentina Lip and Cheek Tint, Magic Potion, Lash & Brow Growth Oil",5,,,Successful
"9/8/2021, 4:09:57 AM",INR,535,Single payment,Razorpay,New panvel,eCom Platform,84863eb2-ae9d-44b5-b60c-1d73f1d43284,Bills Select an Option:Big doe wand,1,25,60,Successful
"9/8/2021, 4:05:08 AM",INR,"1,025.00",Single payment,Razorpay,Hyderabad,eCom Platform,a09e1393-9d95-4775-918d-0e6515dea726,"Valentina Lip and Cheek Tint, Make your own sample Bundle Gloss 5:Ruby | Gloss 4:Golden hour | Gloss 3:Sangria | Gloss 2:Woody | Gloss 1:Dinero",2,,,Successful
"9/8/2021, 4:03:44 AM",INR,"1,090.00",Single payment,Razorpay,Bhopal,eCom Platform,a5f43c6e-a378-41b4-9ca2-1cdf27da003c,"Dinero Select an Option:Big doe wand, Woody Select an Option:Big doe wand",2,,90,Successful
"9/8/2021, 3:53:04 AM",INR,"2,205.00",Single payment,Offline Payments,Kolkata,eCom Platform,10800,"Lash & Brow Growth Oil, Diamond Lash Glue Liner Select an Option:Clear, Bills Select an Option:Big doe wand, Woody Select an Option:Squeeze Tube, Valentina Lip and Cheek Tint, Lucid Select an Option:Squeeze Tube",6,245,,Successful
"27/7/2021, 07:18:55 AM",INR,"1,025.00",Single payment,Offline Payments,Darjeeling,eCom Platform,10799,"Lash & Brow Growth Oil, Lucid Select an Option:Big doe wand",2,,,Successful
"27/7/2021, 03:31:05 AM",INR,495,Single payment,Offline Payments,Bengaluru,eCom Platform,10798,24K rose,1,,120,Successful
"26/7/2021, 04:02:22 PM",INR,"1,068.75",Single payment,Offline Payments,Patna,eCom Platform,10797,"Lip and Eye mask Bundle, Lash & Brow Growth Oil, Nudes Select an Option:Big doe wand, Bubblegum Select an Option:Big doe wand",4,776.25,120,Successful
"26/7/2021, 07:50:01 AM",INR,"1,025.00",Single payment,Offline Payments,Kolkata,eCom Platform,10796,"Euphoria Select an Option:Sample Gloss, Woody Select an Option:Sample Gloss, Heart Mirror Color::Pink",3,,,Successful
"26/7/2021, 07:37:02 AM",INR,420,Single payment,Offline Payments,Bhopal,eCom Platform,10795,"24K rose Lip Oil Gloss Select an Option:Sample Gloss, Sangria Select an Option:Sample Gloss",2,,120,Successful
"26/7/2021, 01:18:19 AM",INR,770,Single payment,Offline Payments,Noida,eCom Platform,10794,"Woody Select an Option:Big doe wand, Poo Select an Option:Sample Gloss",2,,120,Successful
"25/7/2021, 08:49:50 PM",INR,485,Single payment,Razorpay,guwahati,eCom Platform,aaf18913-17e4-40ce-8e11-e10c44951de6,Lucid Select an Option:Big doe wand,1,75,60,Successful
"25/7/2021, 06:36:30 PM",INR,"1,600.00",Single payment,Offline Payments,Mumbai,eCom Platform,10792,"Sangria Select an Option:Sample Gloss, Bills Select an Option:Sample Gloss, Ruby Select an Option:Sample Gloss, Two-sided love Sample, Lucid Select an Option:Sample Gloss, Ruby Lip Balm, Euphoria Select an Option:Sample Gloss, Lavendor Lip Oil",8,,,Successful
"25/7/2021, 03:33:20 PM",INR,"1,875.00",Single payment,Offline Payments,Bhopal,eCom Platform,10791,"Moonlight Select an Option:Big doe wand, Lip and Eye mask Bundle, Crystal",7,,,Successful
"25/7/2021, 11:35:16 AM",INR,676.25,Single payment,Offline Payments,Surat,eCom Platform,10790,"Boba Gloss Select an Option:Honey Wand, Bitchy Peachy Select an Option:Squeeze Tube",2,108.75,60,Successful
"25/7/2021, 11:25:47 AM",INR,697.5,Single payment,Razorpay,Howrah,eCom Platform,64ccc107-0e5b-4b8c-8bb4-e4f7a824959a,"24K rose, Vampire's Kiss",2,112.5,60,Successful
"24/7/2021, 05:58:20 AM",INR,"1,225.00",Single payment,Offline Payments,Imphal,eCom Platform,10788,"24K rose, Lash & Brow Growth Oil, Brown Sugar",3,,,Successful
"23/7/2021, 03:32:47 PM",INR,835,Single payment,Offline Payments,Mumbai,eCom Platform,10787,"Nudes Select an Option:Sample Gloss, Sangria Select an Option:Sample Gloss, Woody Select an Option:Sample Gloss, Brown Sugar",4,,60,Successful
"23/7/2021, 02:30:54 AM",INR,585,Single payment,Razorpay,Mumbai,eCom Platform,64730ab8-00dc-4a51-a541-806f3af18a88,Lash & Brow Growth Oil,1,,60,Successful
"22/7/2021, 05:55:24 AM",INR,187.5,Single payment,Razorpay,JAMSHEDPUR,eCom Platform,e57270b7-30e7-4255-b110-de769125ac25,Woody Select an Option:Sample Gloss,1,22.5,60,Successful
"22/7/2021, 01:37:43 AM",INR,210,Single payment,Razorpay,Gaya,eCom Platform,2614baf6-2d4c-4851-b7a9-56a73fed9adb,Moonlight Select an Option:Sample Gloss,1,,60,Successful
"21/7/2021, 06:19:58 PM",INR,645,Single payment,Offline Payments,Kolkata,eCom Platform,10783,Lash & Brow Growth Oil,1,,120,Successful
"21/7/2021, 01:00:18 PM",INR,385,Single payment,Razorpay,KOLKATA,eCom Platform,7f3e9d53-ae76-4b03-8bf5-6b6873ab31e7,Brown Sugar,1,,60,Successful
"21/7/2021, 10:55:18 AM",INR,"1,200.00",Single payment,Offline Payments,Kolkata,eCom Platform,10781,"Bubblegum Select an Option:Big doe wand, Baddie Bundle",2,,,Successful
"21/7/2021, 10:27:17 AM",INR,272.5,Single payment,Razorpay,Mumbai,eCom Platform,10780,Bubblegum Select an Option:Squeeze Tube,1,37.5,60,Successful
"21/7/2021, 06:04:15 AM",INR,"1,025.00",Single payment,Razorpay,Kolkata,eCom Platform,ba6440aa-a4e0-4f93-8da0-54759167e350,"24K rose Lip Oil Gloss Select an Option:Big doe wand, Lash & Brow Growth Oil",2,,,Successful
"20/7/2021, 07:56:37 PM",INR,"1,147.50",Single payment,Razorpay,Delhi,eCom Platform,5bf1bcb3-a46b-45f6-ab9c-2675d11d84c7,"Bills Select an Option:Sample Gloss, Sangria Select an Option:Sample Gloss, Ruby Select an Option:Cylindrical Tube, Lucid Select an Option:Big doe wand",4,202.5,,Successful
"20/7/2021, 09:44:15 AM",INR,"1,508.75",Single payment,Razorpay,Howrah,eCom Platform,d7db821b-4dc0-4054-9bb4-3f2984a600d0,"Lucid Select an Option:Big doe wand, Moonlight Select an Option:Big doe wand, Magic Potion, Ruby Lip Balm, Woody Select an Option:Sample Gloss",5,266.25,,Successful
"20/7/2021, 09:32:21 AM",INR,"1,657.50",Single payment,Offline Payments,Chennai,eCom Platform,10776,"Tropical Vibes Body Scrub, 24K rose Lip Oil Gloss Select an Option:Big doe wand, 24K rose",4,292.5,,Successful
"20/7/2021, 04:07:19 AM",INR,442.5,Single payment,Razorpay,New delhi,eCom Platform,4a90406c-35da-48d2-888a-90a08f0fb7b8,"Moonlight Select an Option:Sample Gloss, Woody Select an Option:Sample Gloss, Bitchy Peachy Select an Option:Sample Gloss",3,67.5,60,Successful
"19/7/2021, 11:11:12 PM",INR,545,Single payment,Offline Payments,Jalpaiguri,eCom Platform,10774,24K rose Lip Oil Gloss Select an Option:Big doe wand,1,75,120,Successful
"19/7/2021, 05:47:31 PM",INR,660,Single payment,Razorpay,Pune,eCom Platform,10773,Diamond Lash Glue Liner Select an Option:Black,1,,60,Successful
"19/7/2021, 03:19:33 PM",INR,"1,020.00",Single payment,Offline Payments,Surat,eCom Platform,10772,"Boba Gloss Select an Option:Honey Wand, Heart Mirror Color::Pink",2,180,,Successful
"19/7/2021, 02:34:28 PM",INR,"1,275.00",Single payment,Offline Payments,Guwahati,eCom Platform,10771,"Moonlight Select an Option:Big doe wand, Boba Gloss Select an Option:Honey Wand, Lash & Brow Growth Oil",3,225,,Successful
"19/7/2021, 02:30:51 PM",INR,845,Single payment,Offline Payments,Mumbai,eCom Platform,10769,Heart Mirror Color::Pink,1,,120,Successful
"19/7/2021, 02:26:47 PM",INR,527.5,Single payment,Razorpay,Goa,eCom Platform,b2a949c4-924b-49c1-98ed-84cf4baf8a0a,Bubblegum Select an Option:Cylindrical Tube,1,82.5,60,Successful
"19/7/2021, 02:11:31 PM",INR,570,Single payment,Razorpay,Mysore,eCom Platform,d3eb9c63-aa19-4afa-9a7d-ad6cf2d7f20e,Pearl Lash Glue Liner Select an Option:Black,1,90,60,Successful
"19/7/2021, 01:49:02 PM",INR,660,Single payment,Offline Payments,Hyderabad,eCom Platform,10767,Diamond Lash Glue Liner Select an Option:Black,1,,60,Successful
"19/7/2021, 01:36:52 PM",INR,"1,015.75",Single payment,Razorpay,Mumbai,eCom Platform,10766,"Lip Mask, Durazno, Two-sided love Sample",8,179.25,,Successful
"19/7/2021, 10:43:48 AM",INR,760,Single payment,Razorpay,Pimpri-Chinchwad,eCom Platform,3b34f1bf-8e7e-445a-a275-e713f70f3fba,Make your own sample Bundle Gloss 5:Ruby | Gloss 4:Bills | Gloss 3:Sangria | Gloss 2:Dinero | Gloss 1:Poo,1,,60,Successful
"18/7/2021, 05:21:51 PM",INR,560,Single payment,Razorpay,Lucknow,eCom Platform,c1a04e09-4203-4ca0-80ec-e5ca25bc5fdd,Bubblegum Select an Option:Big doe wand,1,,60,Successful
"18/7/2021, 05:07:50 PM",INR,610,Single payment,Razorpay,Lucknow,eCom Platform,f3dcbf80-cfdd-4f76-ac11-395869d8c9a8,Bubblegum Select an Option:Cylindrical Tube,1,,60,Declined
"18/7/2021, 03:07:25 PM",INR,620,Single payment,Offline Payments,Jammu,eCom Platform,10763,"Moonlight Select an Option:Sample Gloss, 24K rose Lip Oil Gloss Select an Option:Sample Gloss, Lip and Eye mask Bundle",3,,120,Successful
"18/7/2021, 03:05:14 PM",INR,"1,045.00",Single payment,Razorpay,sultanpur,eCom Platform,e16bf3e5-4805-4a6d-bb60-b4b1ddca3376,"Nudes Select an Option:Squeeze Tube, Bubblegum Select an Option:Squeeze Tube, Sangria Select an Option:Sample Gloss, Dinero Select an Option:Sample Gloss, Woody Select an Option:Sample Gloss, Ruby Select an Option:Sample Gloss",6,55,,Successful
"18/7/2021, 03:03:31 PM",INR,"1,045.00",Single payment,Razorpay,sultanpur,eCom Platform,e16bf3e5-4805-4a6d-bb60-b4b1ddca3376,"Nudes Select an Option:Squeeze Tube, Bubblegum Select an Option:Squeeze Tube, Sangria Select an Option:Sample Gloss, Dinero Select an Option:Sample Gloss, Woody Select an Option:Sample Gloss, Ruby Select an Option:Sample Gloss",6,55,,Declined
"18/7/2021, 02:50:21 PM",INR,570,Single payment,Offline Payments,Delhi,eCom Platform,10761,Woody Select an Option:Big doe wand,1,50,120,Successful
"18/7/2021, 11:18:08 AM",INR,195,Single payment,Razorpay,Ambernath(east),eCom Platform,78bf4e65-b203-4a30-b79b-dc74dc14e383,Ruby Select an Option:Sample Gloss,1,15,60,Successful
"18/7/2021, 06:31:48 AM",INR,960,Single payment,Razorpay,Mumbai,eCom Platform,10759,"Lash & Brow Growth Oil, Vampire's Kiss",2,,60,Successful
"18/7/2021, 04:55:16 AM",INR,352.5,Single payment,Razorpay,Pune,eCom Platform,51dc924a-aacb-4f89-8b45-265a7ed1d0c0,Valentina Lip Tint,1,32.5,60,Successful
"17/7/2021, 03:10:35 PM",INR,"2,683.75",Single payment,Offline Payments,Bhopal,eCom Platform,10757,"Tan Lip Balm, Body Oil Select an Option:Rose petals infused oil, Tropical Vibes Body Scrub, Euphoria Select an Option:Squeeze Tube, Valentina Lip Tint, Magic Potion, Kiwi Punch Select an Option:Squeeze Tube, Durazno",8,141.25,,Successful
"17/7/2021, 03:05:21 PM",INR,600,Single payment,Offline Payments,Mumbai,eCom Platform,10756,"Eye Mask, Lip Mask",4,,120,Successful
"17/7/2021, 02:36:28 PM",INR,352.5,Single payment,Razorpay,Tirupur,eCom Platform,10755,Valentina Lip Tint,1,32.5,60,Successful
"17/7/2021, 02:15:01 PM",INR,310,Single payment,Razorpay,Hyderabad,eCom Platform,ee15b697-391b-4dcf-9bc5-d2387388c83e,Bubblegum Select an Option:Squeeze Tube,1,,60,Successful
"17/7/2021, 01:24:16 PM",INR,785,Single payment,Razorpay,NAVI Mumbai,eCom Platform,10753,"Boba Gloss Select an Option:Honey Wand, Bitchy Peachy Select an Option:Squeeze Tube",2,,60,Successful
"17/7/2021, 09:04:56 AM",INR,"2,303.75",Single payment,Offline Payments,Bhopal,eCom Platform,10752,"Tropical Vibes Body Scrub, Body Oil Select an Option:Rose petals infused oil, Durazno, Lip and Eye mask Bundle, Two-sided love Sample, Euphoria Select an Option:Squeeze Tube, Magic Potion",7,121.25,,Successful
"16/7/2021, 09:12:47 PM",INR,560,Single payment,Razorpay,Siliguri,eCom Platform,b6fa5a4d-0b77-4ead-b4c4-cbe7852740bc,"Lucid Select an Option:Sample Gloss, Boba Gloss Select an Option:Sample Gloss, Dinero Select an Option:Sample Gloss",3,,60,Successful
"16/7/2021, 01:37:33 PM",INR,745,Single payment,Offline Payments,Nagpur,eCom Platform,10750,"Boba Gloss Select an Option:Honey Wand, Bills Select an Option:Sample Gloss",2,,120,Successful
"16/7/2021, 01:09:38 PM",INR,"1,045.00",Single payment,Offline Payments,Gurgaon,eCom Platform,10749,"Ruby Select an Option:Sample Gloss, Bubblegum Select an Option:Sample Gloss, Bills Select an Option:Sample Gloss, Sangria Select an Option:Sample Gloss, Brown Sugar",5,,120,Successful
"16/7/2021, 12:03:08 PM",INR,"1,650.00",Single payment,Offline Payments,Gurgaon,eCom Platform,10748,"Lash & Brow Growth Oil, Heather Body Scrub, Body Oil Select an Option:Rose petals infused oil",3,,,Successful
"15/7/2021, 04:12:20 PM",INR,"1,050.00",Single payment,Razorpay,Shillong,eCom Platform,991f4ff8-b789-4e67-80e0-17b4c0112dfc,"Kiwi Punch Select an Option:Big doe wand, Euphoria Select an Option:Squeeze Tube, Bills Select an Option:Sample Gloss, Woody Select an Option:Sample Gloss",4,,,Successful
"15/7/2021, 03:19:20 PM",INR,"1,120.00",Single payment,Offline Payments,Bhopal,eCom Platform,10746,"24K rose Lip Oil Gloss Select an Option:Big doe wand, Sangria Select an Option:Big doe wand",2,,120,Successful
"14/7/2021, 04:25:52 AM",INR,620,Single payment,Offline Payments,Kolkata,eCom Platform,10745,Lucid Select an Option:Big doe wand,1,,120,Successful
"14/7/2021, 02:45:53 AM",INR,360,Single payment,Razorpay,Mumbai,eCom Platform,52dab2fd-814f-474d-a255-cf43b5792cd4,"Ruby Select an Option:Sample Gloss, Woody Select an Option:Sample Gloss",2,,60,Successful
"13/7/2021, 02:43:26 PM",INR,560,Single payment,Razorpay,Kolkata,eCom Platform,138441a8-1d9e-4cd7-ad7b-b3c08dbaf1d9,Lucid Select an Option:Big doe wand,1,,60,Successful
"12/7/2021, 5:22:51 AM",INR,645,Single payment,Offline Payments,Ambarnath east,eCom Platform,10742,Lash & Brow Growth Oil,1,,120,Successful
"11/7/2021, 12:49:50 PM",INR,560,Single payment,Razorpay,New Delhi,eCom Platform,1b09a398-d071-4784-8e2b-eca03a527f2c,Nudes Select an Option:Big doe wand,1,,60,Successful
"11/7/2021, 10:48:03 AM",INR,"1,021.25",Single payment,Offline Payments,Hyderabad,eCom Platform,10740,"Bubblegum Select an Option:Big doe wand, Tropical Vibes Body Scrub",2,53.75,,Successful
"11/7/2021, 8:12:28 AM",INR,"1,120.00",Single payment,Offline Payments,Kalyan,eCom Platform,10739,"Bubblegum Select an Option:Big doe wand, Euphoria Select an Option:Big doe wand",2,,120,Successful
"10/7/2021, 12:51:40 PM",INR,385,Single payment,Razorpay,Noida,eCom Platform,721804ee-f837-4079-a3c5-e0a0a2b4c500,Valentina Lip Tint,1,,60,Successful
"10/7/2021, 12:21:18 PM",INR,560,Single payment,Razorpay,Guwahati,eCom Platform,e3f70064-7e17-4e8b-8e52-d7458b94dd27,Ruby Select an Option:Big doe wand,1,,60,Successful
"10/7/2021, 8:00:52 AM",INR,510,Single payment,Razorpay,Delhi,eCom Platform,732cec30-59f9-4c25-becf-abf664b4b5cf,"Bills Select an Option:Sample Gloss, Woody Select an Option:Sample Gloss, Bitchy Peachy Select an Option:Sample Gloss",3,,60,Successful
"10/7/2021, 5:02:25 AM",INR,620,Single payment,Offline Payments,South Dumdum,eCom Platform,10735,"Nudes Select an Option:Squeeze Tube, Euphoria Select an Option:Squeeze Tube",2,,120,Successful
"9/7/2021, 8:02:08 PM",INR,"1,575.00",Single payment,Offline Payments,Hyderabad,eCom Platform,10734,"Vampire's Kiss, Valentina Lip Tint, Sangria Select an Option:Big doe wand, 24K rose",4,,,Successful
"9/7/2021, 8:52:22 AM",INR,"1,070.00",Single payment,Offline Payments,Pune,eCom Platform,10733,"Heather Body Scrub, Eye Mask, 24K rose",3,,,Successful
"9/7/2021, 8:19:52 AM",INR,560,Single payment,Offline Payments,Thane,eCom Platform,10732,Bitchy Peachy Select an Option:Big doe wand,1,,60,Successful
"8/7/2021, 3:59:43 PM",INR,"1,200.00",Single payment,Offline Payments,Dehradun,eCom Platform,b846c633-77eb-4c31-90ea-5dfb5ea04535,"Moonlight Select an Option:Big doe wand, Make your own sample Bundle Gloss 5:Lucid | Gloss 4:Euphoria | Gloss 3:Woody | Gloss 2:Dinero | Gloss 1:Bills",2,,,Successful
